ID_REF	IDENTIFIER	GSM88918	GSM88914	GSM88919	GSM88915	GSM88917	GSM88913	GSM88916	GSM88912
IG_1014_1622522_1623358_rev_at	/start=1622522 /end=1623358 /direction=+ /description=intergenic region	197.1	232.9	161.2	232.1	199.2	255.9	117.3	184.7
IG_1688_2722472_2734165_fwd_f_at	/start=2722472 /end=2734165 /direction=+ /description=intergenic region	174.6	193.3	152.2	172.3	155.2	218.7	94.9	128.3
argC_b3958_at	argC	nan	204.3	158.1	206.4	nan	208	114.8	160
pabA_b3360_at	pabA	436.9	nan	nan	334.9	221.4	357.6	189.1	275
IG_2859_4603233_4603646_rev_at	/start=4603233 /end=4603646 /direction=+ /description=intergenic region	241.6	326.1	88.3	170.8	61.1	147.2	44.3	64.6
IG_2705_4381199_4381374_fwd_at	/start=4381199 /end=4381374 /direction=+ /description=intergenic region	147.4	176.7	83.5	118.5	55	167.6	53.1	72.9
IG_1834_2945706_2947263_fwd_at	/start=2945706 /end=2947263 /direction=+ /description=intergenic region	83.5	114.6	110	130.7	72	111.5	57.9	96.3
IG_2845_4585434_4589226_fwd_at	/start=4585434 /end=4589226 /direction=+ /description=intergenic region	157	241.2	236.5	268.7	129.9	218.7	98.3	nan
hydG_b4004_at	zraR	nan	612.7	707.2	700.4	425.3	606.1	386.6	nan
ogt_b1335_at	ogt	312.4	363.3	440.6	370.6	231.5	344.1	197.6	371.3
IG_2587_4190289_4190398_rev_at	thiS	326.8	538.6	404.1	480.5	202.2	428.3	198.4	nan
IG_776_1232254_1232398_rev_at	/start=1232254 /end=1232398 /direction=+ /description=intergenic region	nan	nan	nan	118.1	nan	nan	nan	139
IG_485_764273_765206_fwd_at	/start=764273 /end=765206 /direction=+ /description=intergenic region	116.6	222.4	161.5	181.9	86.6	154.5	55.3	nan
carA_b0032_at	carA	192.2	334.1	349.1	304.1	154.2	235.7	nan	nan
FPLTRAID_trbH_at	FPLTRAID_trbH_at	nan	90.7	nan	nan	nan	nan	32.6	65.9
ascG_b2714_at	ascG	nan	nan	nan	259.4	nan	250	118	209.2
yheR_b3351_at	kefG	481.5	627	nan	566.7	240.1	581.8	275.4	nan
IG_2189_3523062_3524106_fwd_at	/start=3523062 /end=3524106 /direction=+ /description=intergenic region	246.5	303.2	293.9	321.8	184.2	303	151.8	239.9
IG_1363_2141025_2144713_rev_at	/start=2141025 /end=2144713 /direction=+ /description=intergenic region	nan	nan	nan	496.3	336.1	392.6	nan	nan
IG_9_9894_10724_fwd_at	/start=9894 /end=10724 /direction=+ /description=intergenic region	nan	nan	140.4	117.2	nan	nan	nan	nan
IG_456_705114_705315_fwd_at	/start=705114 /end=705315 /direction=+ /description=intergenic region	nan	258.5	nan	nan	nan	246.6	82	149
IG_2530_4106095_4106413_fwd_at	/start=4106095 /end=4106413 /direction=+ /description=intergenic region	158.8	216.7	242.9	232.2	114.1	305.9	99.9	228.1
IG_1398_2213618_2220204_fwd_at	yohO	140.5	192.4	191	182.4	112	194.8	93.8	139.7
IG_679_1083871_1084214_fwd_f_at	/start=1083871 /end=1084214 /direction=+ /description=intergenic region	149.1	156.8	174.5	179.2	95.2	209.2	90.1	137.1
IG_784_1244206_1244382_fwd_at	/start=1244206 /end=1244382 /direction=+ /description=intergenic region	nan	nan	263.1	242.5	nan	nan	85.8	nan
yecG_b1895_at	yecG	nan	298.8	nan	330.1	194.3	214.3	nan	347.8
yigJ_b3823_at	yigJ	nan	nan	nan	371.5	207.8	377.3	nan	279.7
IG_2191_3528291_3530455_fwd_at	/start=3528291 /end=3530455 /direction=+ /description=intergenic region	281	335.8	322.7	308.5	297.4	365.4	205	338.9
metU_b0666_s_at	c5524	479.6	748.9	673.4	485.3	563.9	643.7	322.8	791.2
glnW_b0668_s_at	glnU	450	735.1	662.7	555.7	447.8	705.4	351.8	678.1
argZ_b2692_s_at	argZ	nan	nan	537.5	382.5	305.6	nan	nan	501.8
b0968_at	Z1320	1239.7	1443.5	nan	1136.4	nan	nan	nan	nan
baeR_b2079_at	baeR	nan	nan	nan	951.3	nan	989.8	445.2	nan
IG_2244_3633524_3635271_fwd_at	/start=3633524 /end=3635271 /direction=+ /description=intergenic region	276.7	321.1	276.9	252.4	199.4	338	132.3	313.1
ibpA_b3687_at	ibpA	600.7	736.2	640.1	622	409.1	557.1	277.9	792.5
IG_1452_2309555_2309665_rev_at	/start=2309555 /end=2309665 /direction=+ /description=intergenic region	nan	nan	nan	127.7	107.5	155.4	61.6	157.5
rrlH_b0204_s_at	rrlH	74833.6	210838	87478.9	57132.9	56946.2	109101	26039	nan
IG_101_177625_177661_rev_at	/start=177625 /end=177661 /direction=+ /description=intergenic region	327	430.1	509.6	262.2	280.6	264.1	95	nan
ygeW_b2870_at	ygeW	nan	nan	nan	nan	nan	nan	216.2	554.7
fdhF_b4079_at	fdhF	nan	nan	453.2	410.6	336.5	352.4	215.8	nan
relF_b1562_at	ECs5456	218.1	443.9	425.9	314	297.3	292.3	109.9	nan
b1016_at	Z1519	359.5	350.1	266.9	295.9	436.3	357.5	77.2	nan
IG_2351_3813396_3813489_rev_at	/start=3813396 /end=3813489 /direction=+ /description=intergenic region	nan	nan	nan	nan	nan	nan	247.5	379.3
IG_2768_4470420_4471800_fwd_at	bdcR	259.6	308.4	297.8	225.7	187.9	197.9	122.1	179.9
yecC_b1917_at	yecC	565	731.8	695.2	573.9	497.1	531.9	333.7	459.6
IG_2451_3980065_3980121_fwd_at	/start=3980065 /end=3980121 /direction=+ /description=intergenic region	697.1	927	1000.4	570.6	545.4	766.3	298.1	521.6
IG_2563_4154369_4154428_fwd_at	/start=4154369 /end=4154428 /direction=+ /description=intergenic region	653.6	671.4	nan	299.1	394.8	367.4	nan	483.5
yhaF_b3126_at	yhaF	nan	nan	nan	448.3	nan	nan	295.6	nan
yciV_b1266_at	trpH	2614.3	2556.8	2690.5	2208.5	1932.3	1959.9	1427.6	2006.5
IG_2773_4472889_4472974_fwd_at	/start=4472889 /end=4472974 /direction=+ /description=intergenic region	1296.5	1242.9	1522	805	964.2	955.2	572.9	899
IG_1497_2410633_2410696_rev_at	c2835	151.2	143.6	145.9	98.6	93.9	91.7	73.8	107.8
yggN_b2958_at	yggN	895.6	707.1	777.8	489.7	530.4	454.7	342.7	571.8
b2510_at	yfgJ	322.6	nan	nan	319.1	242	296.8	217.3	316
IG_2487_4032743_4033119_fwd_s_at	/start=4032743 /end=4033119 /direction=+ /description=intergenic region	8545.6	12463.3	11804.6	8700.4	7142.4	8491.3	6025.9	8810
trg_b1421_at	trg	620.7	845.4	1042.5	672.4	507	610.9	418.1	655.9
prlC_b3498_at	prlC	660.3	588	496.9	427.2	398.8	439	380.2	469.3
IG_2583_4178504_4178822_fwd_at	/start=4178504 /end=4178822 /direction=+ /description=intergenic region	5207.7	4564.6	3516.3	1629.9	2438.6	2608.8	1979.5	3121.1
IG_2334_3785725_3785853_fwd_at	yibQ	nan	nan	372.4	305.1	nan	312.5	245.4	349.8
yhiR_b3499_at	rlmJ	649	649.1	nan	506.5	393.5	537.5	nan	nan
yhdM_b3292_at	zntR	656.2	631.2	nan	401.9	312	462.7	356.4	550
glnL_b3869_at	glnL	819.1	786.2	542.6	620.4	421.4	597.1	450.6	nan
ybjM_b0848_at	ybjM	nan	nan	nan	180.5	nan	nan	nan	173.3
yggJ_b2946_at	yggJ	989	742.8	605.3	525.5	494.9	644.8	418	676.5
IG_849_1346937_1347003_rev_at	/start=1346937 /end=1347003 /direction=+ /description=intergenic region	1716.8	1174	463.3	517.3	256.2	476.4	277.3	438.3
IG_1947_3136538_3137730_rev_at	/start=3136538 /end=3137730 /direction=+ /description=intergenic region	843.1	972.9	909.4	836	750.5	794.8	657.1	853.5
IG_2863_4606893_4606982_fwd_at	c5455	266	310.3	244.5	147.6	179.7	184.8	160.9	248.3
IG_1994_3208638_3208747_fwd_at	/start=3208638 /end=3208747 /direction=+ /description=intergenic region	589	776	491.5	427.6	466.3	373.2	298.1	564.9
b2322_at	Z3585	nan	nan	494.4	587.4	nan	nan	nan	nan
IG_1199_1883814_1883868_fwd_at	/start=1883814 /end=1883868 /direction=+ /description=intergenic region	nan	265.9	nan	257.9	169.1	228.4	131.2	345.1
yrfH_b3400_at	yrfH	3579.9	3253.7	nan	1050.1	1610.4	2137.8	1088.5	1266.9
ytfL_b4218_at	ytfL	609	659.5	442.1	567.9	442.8	420.2	321.1	591.4
IG_2410_3909154_3909466_rev_at	/start=3909154 /end=3909466 /direction=+ /description=intergenic region	299.5	309.7	165.8	249.4	175.8	153.5	127	255
b1436_at	yncJ	nan	nan	nan	513.2	nan	nan	293.7	417.7
cysI_b2763_at	cysI	1838.1	1126.3	636	396.1	477.2	425	nan	nan
phnP_b4092_at	phnP	423.8	454.1	247.2	351.8	278.4	273.9	207.4	283.2
cysU_b2424_at	cysU	2332.2	1255.3	nan	642.9	469.6	459.4	nan	nan
rep_b3778_at	rep	nan	nan	nan	519.4	nan	nan	340.6	546
yhgE_b3402_at	yhgE	nan	nan	184.2	343.7	nan	258	297.4	349.7
cysW_b2423_at	cysW	2262.2	2013.8	nan	945.9	585.1	615.7	nan	nan
rhsD_b0497_at	rhsD	nan	nan	nan	108.6	nan	nan	58.3	120.5
ygbE_b2749_at	ygbE	428.3	415.5	215.9	290.9	252.7	294.4	171.3	329.1
IG_2293_3715914_3717106_fwd_at	/start=3715914 /end=3717106 /direction=+ /description=intergenic region	136.1	145.7	218.8	161.6	86.3	128.6	nan	nan
ybiY_b0824_at	ybiY	nan	nan	nan	293.3	nan	nan	140.6	308.7
IG_1126_1777326_1782757_rev_at	/start=1777326 /end=1782757 /direction=+ /description=intergenic region	nan	135.6	nan	132.5	nan	104	62.7	144
IG_2813_4533600_4538524_fwd_at	/start=4533600 /end=4538524 /direction=+ /description=intergenic region	nan	84.1	109.8	98.3	nan	82	56.7	78.8
yjcW_b4087_at	alsA	425.9	416.5	666.4	514.5	180.2	383.4	305.2	nan
argQ_b2691_s_at	argV	nan	705.7	nan	615.8	371.2	nan	nan	777.1
cysJ_b2764_at	cysJ	3704.5	4026.8	nan	nan	nan	821.8	nan	nan
ytfS_b4229_at	ytfR	nan	nan	nan	379.2	nan	342	244.3	nan
yhaH_b3103_at	yhaH	728.2	626.2	867.6	652.5	393	371.8	354.2	487.8
pspD_b1307_at	pspD	858.1	881.1	1070.5	834	499.2	489.1	483.4	679.4
mltE_b1193_at	mltE	390.2	371.4	553.9	378.8	278.2	275.7	277.3	369.9
ptsO_b3206_at	ptsO	959.6	846.7	1009.2	913.7	572.1	638.2	570.9	808.3
IG_853_1355135_1355446_rev_at	/start=1355135 /end=1355446 /direction=+ /description=intergenic region	962.6	843.7	801.4	796.6	468.7	598.6	399.8	808.6
b0816_at	yliL	nan	nan	nan	329.2	154.2	230	nan	298.6
cysA_b2422_at	cysA	1101.2	866.4	nan	nan	nan	476.7	nan	nan
IG_2792_4498450_4499670_rev_at	/start=4498450 /end=4499670 /direction=+ /description=intergenic region	nan	nan	261.8	288.1	nan	nan	109.1	nan
fixC_b0043_at	fixC	nan	304.6	333.4	366.6	nan	122	115.2	nan
IG_1359_2131420_2131511_rev_at	/start=2131420 /end=2131511 /direction=+ /description=intergenic region	nan	230	nan	268.3	nan	116.6	nan	nan
ybhN_b0788_at	ybhN	nan	nan	nan	320.5	nan	nan	175.4	266
IG_2840_4574426_4584518_fwd_at	/start=4574426 /end=4584518 /direction=+ /description=intergenic region	nan	208.2	200.3	248	99.6	157.8	nan	nan
IG_91_160113_160148_rev_at	/start=160113 /end=160148 /direction=+ /description=intergenic region	723.2	728.1	764.3	840.7	402.9	487.2	502.9	789.9
fes_b0585_at	fes	1148	964.7	1271	1146.4	425.9	355.8	nan	nan
trpR_b4393_at	trpR	nan	nan	nan	934.9	nan	nan	626.2	986.1
IG_2050_3290977_3294738_rev_at	/start=3290977 /end=3294738 /direction=+ /description=intergenic region	182.8	159.2	192.4	179.1	132.2	97.5	110.4	178.8
holE_b1842_at	holE	909.1	955.6	802.3	737.5	518.2	327.2	481.7	772.1
b1963_at	yedR	611.3	550.9	398.3	582.5	237.4	290.1	230.3	456.3
IG_515_806505_806655_rev_at	/start=806505 /end=806655 /direction=+ /description=intergenic region	145.6	148.6	110.1	160.2	68.9	88.6	58	115.5
ybjO_b0858_at	ybjO	295.6	235	214	288.9	135	175.6	151.4	260.3
IG_531_837149_837412_rev_at	/start=837149 /end=837412 /direction=+ /description=intergenic region	500.9	441.3	313.2	466.9	252.5	200.1	199.1	370.8
IG_1062_1678964_1678999_fwd_at	/start=1678964 /end=1678999 /direction=+ /description=intergenic region	1747.2	1615.8	1082.6	1241.4	660.9	823.1	645.4	1205.1
yeeD_b2012_at	yeeD	1365.5	1178.1	706.4	651.5	255.5	416.8	314	nan
b1454_at	yncG	354.6	225.8	176.1	213.8	94.9	122.4	85.1	156
b3004_at	Z4357	nan	nan	nan	185.9	nan	147.9	nan	nan
IG_1985_3199469_3199531_fwd_at	/start=3199469 /end=3199531 /direction=+ /description=intergenic region	54.3	55.4	nan	nan	40.4	33.8	28.9	71.3
ytfP_b4222_at	ytfP	663	738.2	885.3	710.5	671.7	567.6	522.7	724.9
b1627_at	c2019	nan	nan	nan	262.3	nan	nan	176.1	268.1
cof_b0446_at	cof	730.2	730.4	885.2	527.1	527.4	411.2	nan	nan
yhgI_b3414_at	yhgI	2378.4	2000.7	2721.3	1720.7	1524.5	1533.1	1222.7	2156.2
rpoH_b3461_at	rpoH	1126.7	1225.1	1326.1	1047	827.4	856	808.3	1014.5
dnaE_b0184_at	dnaE	997.1	957.3	1339.5	828.2	898.8	604.5	754.1	1249.2
b2881_at	c3459	nan	298.7	310.9	313.6	nan	213.1	246.2	319.5
ybiS_b0819_at	ybiS	1040.9	763.2	833.5	760	776.9	475.3	605.1	965.3
sdaA_b1814_at	sdaA	839.8	846.2	913	851.2	745.3	653.1	700.3	993.1
b1707_at	Z2736	nan	nan	nan	215.1	nan	nan	129.4	175.4
IG_1283_2004102_2004178_fwd_at	/start=2004102 /end=2004178 /direction=+ /description=intergenic region	nan	74.3	nan	72	nan	nan	nan	nan
IG_942_1504366_1506857_rev_at	/start=1504366 /end=1506857 /direction=+ /description=intergenic region	225.4	nan	247.3	211.3	nan	170.5	nan	nan
cutA_b4137_at	cutA	854.2	820	944.9	881.1	635.7	645.9	499.1	804.5
iadA_b4328_at	iadA	nan	nan	nan	nan	811.4	760	519.8	806.2
IG_1019_1627443_1631062_fwd_at	/start=1627443 /end=1631062 /direction=+ /description=intergenic region	nan	nan	nan	146.1	nan	109.8	nan	nan
IG_2736_4426332_4428898_rev_at	/start=4426332 /end=4428898 /direction=+ /description=intergenic region	nan	122.2	nan	112.4	nan	77.1	nan	nan
IG_1630_2618920_2624714_rev_at	/start=2618920 /end=2624714 /direction=+ /description=intergenic region	113.7	130.8	130.3	143.4	nan	106.2	63.6	nan
IG_504_791279_791538_rev_at	/start=791279 /end=791538 /direction=+ /description=intergenic region	74.9	nan	64.5	75.5	nan	53.2	33.4	77.1
b0669_at	b0669	429.2	381.7	nan	284.7	506.4	265.6	130.8	359.5
IG_1203_1888557_1888595_rev_at	/start=1888557 /end=1888595 /direction=+ /description=intergenic region	517.2	410.8	473.2	433.1	536.5	317.1	221.9	376.7
IG_1503_2417809_2417860_rev_at	/start=2417809 /end=2417860 /direction=+ /description=intergenic region	221.5	197.6	197.8	222	184.4	149.4	127.1	204.2
trmA_b3965_at	trmA	748.6	609.2	660	608.5	521.3	446	381.2	676.5
dnaT_b4362_at	dnaT	1162.9	932	821.6	814.9	805.6	634.9	406.4	921
erfK_b1990_at	erfK	438	457.9	495.3	520.8	380.3	396.1	323.5	405.4
IG_1228_1920997_1921388_rev_at	/start=1920997 /end=1921388 /direction=+ /description=intergenic region	680.1	523.8	677.5	436	392.5	327	169	536.5
tyrV_b1230_s_at	tyrT	1062.6	1453.1	1680	1185.2	1123.4	880.4	561.5	1198.9
yhjO_b3533_at	bcsA	253.1	281.6	nan	271.7	170.1	240	227.5	220.3
IG_1700_2739746_2739894_fwd_at	/start=2739746 /end=2739894 /direction=+ /description=intergenic region	nan	nan	545.3	617.8	297.1	526.7	637.8	580.9
osmC_b1482_at	osmC	5395	4545.2	3997.1	2217.9	941.8	2714	3502	2926.2
IG_2627_4254585_4254693_fwd_at	/start=4254585 /end=4254693 /direction=+ /description=intergenic region	nan	55.2	nan	nan	17.3	57.5	43.2	36.6
IG_470_728564_728805_fwd_at	/start=728564 /end=728805 /direction=+ /description=intergenic region	nan	nan	102.9	115.9	21.9	141.1	nan	79.1
pldB_b3825_at	pldB	459.3	nan	nan	455.3	327.9	486.2	439.6	400
IG_2420_3925776_3928942_fwd_at	/start=3925776 /end=3928942 /direction=+ /description=intergenic region	226.2	251	283.8	242.8	158.6	226.4	188	205.7
IG_1409_2230749_2230897_fwd_at	/start=2230749 /end=2230897 /direction=+ /description=intergenic region	nan	235.7	186.3	219.6	143.3	176.7	nan	nan
yhhK_b3459_at	panM	nan	nan	nan	570.1	nan	nan	nan	443.6
insA_7_b4294_f_at	c4499	519.2	689.3	nan	524.9	335	475.7	392.9	417.6
IG_1729_2774890_2775135_fwd_at	ypjJ	431.7	714.6	536.7	427.5	246.3	512.1	315.9	362
IG_1960_3155465_3155663_fwd_at	/start=3155465 /end=3155663 /direction=+ /description=intergenic region	336.2	317.7	273.5	191.9	109.7	245	106.3	176.9
IG_2096_3365278_3365461_fwd_at	/start=3365278 /end=3365461 /direction=+ /description=intergenic region	nan	114.9	102.1	79.6	50.2	96.7	48.9	66.5
IG_1560_2507447_2509487_rev_at	/start=2507447 /end=2509487 /direction=+ /description=intergenic region	652.3	625.8	530.5	506.3	309.1	500.2	358.5	453.1
b3001_at	gpr	nan	nan	nan	833.8	608.6	965.5	1023.5	604.1
ugpQ_b3449_at	ugpQ	624.9	883.9	528.7	605.2	443.4	772.4	668	400.1
b2520_at	Z3787	nan	nan	nan	519.5	410.3	537.3	528.4	407.4
rpiB_b4090_at	rpiB	421.4	397.5	489.1	366.8	341.7	430.7	450.8	302.5
prkB_b3355_at	prkB	nan	nan	nan	457.4	350.7	491	448.5	366.3
cdd_b2143_at	cdd	335	459.6	407.2	422.2	297.3	418	396.8	300.1
IG_1581_2529254_2534405_rev_at	/start=2529254 /end=2534405 /direction=+ /description=intergenic region	224.4	213.3	169.6	209.9	147.8	200	204.7	149.5
sgaH_b4196_at	ulaD	nan	nan	nan	394.3	271.2	390.6	nan	nan
yidC_b3705_at	yidC	nan	nan	nan	322.9	nan	358.9	415.5	355.6
yhjL_b3530_at	yhjL	1731.9	1887.8	765.4	827.2	558.7	756.3	720.9	720.8
yfeC_b2398_at	yfeC	nan	nan	382.9	303.6	235.4	376.6	597.6	380.3
nrdI_b2674_at	nrdI	1084.5	927	389.7	510.8	360	564.3	nan	nan
yigL_b3826_at	yigL	nan	nan	nan	422	302.4	455.3	472.7	355.7
IG_1865_2996011_2996055_rev_at	Z4200	192.9	176.2	133.2	108	79.9	118.7	107.5	92.4
IG_1625_2612803_2614113_fwd_at	c3010	418.5	286.2	308.8	285.8	235.5	287.3	220.3	215.9
nadA_b0750_at	nadA	365.1	346.4	338	312.2	235.6	299.9	264	251.8
IG_1050_1663145_1663278_fwd_at	/start=1663145 /end=1663278 /direction=+ /description=intergenic region	nan	142.7	175.6	198.4	108.6	174.7	nan	85.7
napB_b2203_at	napB	nan	nan	nan	258.9	nan	nan	306.9	nan
yhiP_b3496_at	yhiP	852.3	633.6	814	749.8	505.6	987.3	706.6	414.8
b2256_at	Z3514	301.8	183.2	328.4	292.1	186.1	296.4	208.9	138.6
IG_1683_2716549_2722467_rev_at	Z3866	547.8	571.5	693.5	650.5	437.8	585	487.5	467.7
IG_738_1179583_1185066_fwd_at	/start=1179583 /end=1185066 /direction=+ /description=intergenic region	nan	157.8	227.8	187.3	101.2	207.1	179.1	139.3
IG_2816_4539128_4539604_fwd_at	/start=4539128 /end=4539604 /direction=+ /description=intergenic region	nan	nan	nan	29.8	nan	32	nan	nan
metL_b3940_at	metL	nan	nan	nan	nan	nan	546	379.3	276.8
emrD_b3673_at	emrD	nan	nan	nan	509.9	275.6	433	nan	nan
yjcV_b4086_at	yjcV	nan	nan	403	383.7	nan	nan	272.2	213.5
rfaG_b3631_at	waaG	620.1	517.8	nan	824.7	473.7	579.9	433.8	227.6
ymbA_b0952_at	ymbA	483.3	380.7	487.8	530.2	381.4	438.5	345.2	246
dsbE_b2195_at	dsbE	nan	nan	nan	501	370.3	384.6	426.5	197.1
mhpD_b0350_at	mhpD	353.2	240.3	414.6	396	306	311.7	nan	192.9
yhfP_b3373_at	frlC	nan	nan	nan	456.4	337.1	373.4	294.3	220
yjeP_b4159_at	yjeP	396.4	445.2	517.2	629.9	480.3	525.3	381.9	301.3
yfeH_b2410_at	yfeH	578.9	400.3	504.3	757.2	519	620.8	405	343.8
IG_2390_3875103_3875332_rev_at	/start=3875103 /end=3875332 /direction=+ /description=intergenic region	172.7	208.1	310.4	477	nan	232.4	nan	100.9
yoaE_b1816_at	yoaE	nan	nan	nan	nan	231.4	369.1	275.1	nan
IG_188_294024_294362_rev_at	/start=294024 /end=294362 /direction=+ /description=intergenic region	84.8	66.4	129	229	73.7	117.7	nan	36.1
b1671_at	Z2698	nan	nan	nan	444.8	nan	345.9	289.2	221
IG_1845_2970660_2974620_fwd_at	/start=2970660 /end=2974620 /direction=+ /description=intergenic region	129.1	145.4	229.6	290.1	109.1	188.1	nan	47.3
IG_728_1158526_1161107_fwd_at	/start=1158526 /end=1161107 /direction=+ /description=intergenic region	nan	nan	nan	181.9	94.7	124.4	106.6	49
b1588_at	ynfF	nan	nan	nan	nan	nan	nan	1027.3	609.5
IG_1539_2469126_2471539_fwd_f_at	/start=2469126 /end=2471539 /direction=+ /description=intergenic region	nan	318	461.6	468.6	193.3	263.3	nan	126.6
yphB_b2544_at	yphB	nan	369.4	nan	684	370.2	483.9	nan	nan
IG_1087_1717627_1718413_rev_at	/start=1717627 /end=1718413 /direction=+ /description=intergenic region	141.1	183.9	239.3	309.1	174.1	223.2	178.4	129.6
IG_475_740149_742049_fwd_at	/start=740149 /end=742049 /direction=+ /description=intergenic region	nan	nan	nan	396.6	233.5	288.1	235.2	166.8
lplA_b4386_at	lplA	261.6	351.3	457.9	540.5	339.2	439.2	341.8	242.4
ygjR_b3087_at	ygjR	446.6	687.2	1030.9	758	588.8	672.4	473.5	360.6
serW_b0883_s_at	serW	2098	3118.1	3875.5	2996.1	2589.5	2199.3	1554.6	1315.3
ubiC_b4039_at	ubiC	1285.2	1551.9	1936.2	1937.9	1342.3	1432.5	1165.6	844.1
tdcE_b3114_at	tdcE	268	339.5	535.9	489.4	320.9	352.4	275.2	175.6
IG_1513_2428784_2429041_rev_at	/start=2428784 /end=2429041 /direction=+ /description=intergenic region	669.1	901.9	1277.3	1038.3	621.4	733.4	591.7	338.6
napF_b2208_at	napF	nan	247.4	nan	298.3	141.6	194.3	169.8	83.3
carB_b0033_at	carB	447.1	539.5	606.9	599.1	422.1	501.6	439.4	319.9
b1394_at	paaG	nan	259.4	nan	264.5	159.6	214.4	200.9	119.5
IG_1992_3207129_3208421_fwd_at	/start=3207129 /end=3208421 /direction=+ /description=intergenic region	296.9	342.5	268.9	334	201.3	261.6	nan	172.9
IG_2676_4340845_4340958_fwd_at	/start=4340845 /end=4340958 /direction=+ /description=intergenic region	210.9	278.8	nan	249.4	163.8	198.1	193.9	109
ygiX_b3025_at	ygiX	532.1	777.5	683.4	731.6	401.3	529.1	443	230.2
IG_518_812171_812748_fwd_at	/start=812171 /end=812748 /direction=+ /description=intergenic region	251.6	347.2	316.1	348.6	173.5	225.6	nan	128.7
IG_2618_4239834_4240204_rev_at	/start=4239834 /end=4240204 /direction=+ /description=intergenic region	72.9	136.4	103.3	184.5	nan	62.5	54.1	19.6
IG_317_490037_498237_rev_at	/start=490037 /end=498237 /direction=+ /description=intergenic region	254.9	290.2	290.8	330.7	224.6	230.7	211.9	182.2
srlB_b2704_at	srlB	285.3	282.2	392.6	387.8	245.4	375.4	439.3	180.5
nupG_b2964_at	nupG	228.6	278.1	360.5	369.1	269.4	325.3	327.4	154.3
b2247_at	Z3505	133.7	254.5	305.1	354.5	192.5	292.8	279.6	157
IG_2810_4527812_4528097_rev_at	sgcB	nan	327.6	nan	454.7	241.2	401.9	339	179.5
IG_406_631223_632808_fwd_f_at	ECs5382	311	448.3	499.6	564.5	350.4	435.1	398.8	312.6
atoS_b2219_at	atoS	232.4	335.8	305.3	417.7	291.2	344.8	320.4	220.9
IG_2496_4043210_4044545_fwd_at	/start=4043210 /end=4044545 /direction=+ /description=intergenic region	nan	nan	nan	60.7	nan	49.7	45.3	37.4
gltJ_b0654_at	gltJ	239.5	478.4	481.2	401.4	339.8	431	358.2	236.7
IG_1973_3175927_3179634_rev_f_at	/start=3175927 /end=3179634 /direction=+ /description=intergenic region	217.8	375.5	394	297.9	nan	330.1	311.8	220.3
IG_1508_2423937_2424025_rev_at	/start=2423937 /end=2424025 /direction=+ /description=intergenic region	738.5	1219.7	1479.1	1147.3	959.2	1453.5	970.4	594.4
degQ_b3234_at	degQ	nan	427.2	nan	512.1	446.9	577.4	447	248.7
pepB_b2523_at	pepB	1027.5	881.5	1298.6	1112.9	892.8	1037	830.8	686.8
mdlB_b0449_at	mdlB	138.4	252.6	216	233.7	234.2	265.5	226.7	158.1
chpB_b4225_at	chpB	nan	nan	nan	nan	635.1	558.2	485.4	401.1
dgoT_b3691_at	dgoT	nan	174.5	220	359.1	nan	224	nan	nan
narW_b1466_at	narW	nan	nan	nan	606.2	524.5	438.8	400.1	334.1
dapE_b2472_at	dapE	527.8	284.4	352.5	579.9	389.5	334.4	350.8	286.7
kefC_b0047_at	kefC	502.2	423	398.5	643.1	491	425.7	463.9	333.9
sapF_b1290_at	sapF	442.5	385.3	403.3	606.6	428.7	386.9	415.1	320.7
mdlA_b0448_at	mdlA	245.7	nan	196.6	316.1	219.6	203.2	195.7	133.3
kdpE_b0694_at	kdpE	861.4	617.5	nan	982.4	566	579.6	534.5	nan
yraQ_b3151_at	yraQ	nan	nan	nan	nan	nan	nan	256.6	175.4
IG_228_359184_359215_fwd_at	/start=359184 /end=359215 /direction=+ /description=intergenic region	nan	nan	206.5	322.6	nan	196.1	nan	59.9
b1439_at	ydcR	nan	nan	374.2	506.7	nan	nan	nan	255.6
yecA_b1908_at	yecA	nan	nan	nan	nan	1189.6	nan	670	571.3
frvX_b3898_at	frvX	nan	nan	nan	472.2	186.4	195.7	nan	nan
ggt_b3447_at	ggt	405.6	nan	nan	803.2	455.7	407.6	364.8	nan
IG_2323_3766266_3769907_fwd_at	/start=3766266 /end=3769907 /direction=+ /description=intergenic region	nan	91.8	53.8	124.7	nan	64.4	nan	26.1
b0833_at	Z1057	nan	nan	nan	189.3	121	118.6	135.2	nan
rpe_b3386_at	rpe	nan	nan	nan	nan	nan	nan	482	369.8
IG_244_388985_389120_rev_at	/start=388985 /end=389120 /direction=+ /description=intergenic region	nan	89.5	179.6	321.8	nan	nan	nan	nan
asnB_b0674_at	asnB	nan	nan	nan	nan	189.5	225.5	405.7	173.5
oraA_b2698_at	recX	nan	nan	nan	307.8	nan	nan	nan	154.2
IG_799_1271073_1272468_rev_at	/start=1271073 /end=1272468 /direction=+ /description=intergenic region	nan	103.2	nan	145.3	nan	105.7	nan	nan
IG_1194_1877973_1878144_rev_at	/start=1877973 /end=1878144 /direction=+ /description=intergenic region	nan	nan	nan	153.2	nan	106.2	nan	49.6
tdcB_b3117_at	tdcB	nan	nan	nan	277.2	nan	191.5	190.5	nan
